#Latest:Time(s),#Latest:Temperature(°C),#Latest:Potential(V)
72.4,39.21261754,3.873252869
72.8,39.16094299,4.31137085
73.2,39.1092982,4.771614075
73.6,39.08426897,4.115867615
74,39.05768302,3.529548645
74.4,39.08426897,2.659416199
74.8,39.08426897,1.852416992
75.2,39.13589939,1.978492737
75.6,39.13589939,2.489280701
76,39.13589939,3.438186646
76.4,39.13589939,4.642486572
76.8,39.21261754,4.957580566
77.2,39.29096928,4.841041565
77.6,39.34271925,4.024505615
78,39.34271925,2.820205688
78.4,39.36782102,1.940727234
78.8,39.47144125,1.76410675
79.2,39.55002277,2.259063721
79.6,39.57518376,3.570556641
80,39.62710121,4.182052612
80.4,39.60192525,4.803085327
80.8,39.62710121,4.651832581
81.2,39.60192525,3.873252869
81.6,39.60192525,3.400421143
82,39.55002277,2.186584473
82.4,39.52329715,2.788734436
82.8,39.60192525,2.284431458
83.2,39.67904965,1.884078979
83.6,39.91399426,2.662658691
84,39.96611609,4.465866089
84.4,39.99139875,3.819656372
84.8,40.22720652,3.372001648
85.2,40.90830403,2.523994446
85.6,41.06666237,1.865005493
86,41.06666237,1.811408997
86.4,41.06666237,2.353668213
86.8,41.06666237,3.907966614
87.2,41.01384151,4.513168335
87.6,40.96105544,4.81262207
88,40.90830403,4.528999329
88.4,40.77737383,3.318405151
88.8,40.64506154,2.514457703
89.2,40.56704988,1.843070984
89.6,40.46208977,2.177238464
90,40.46208977,4.907226563
90.4,40.46208977,3.699874878
90.8,40.48752239,4.323959351
91.2,40.43507618,4.862976074
91.6,40.40965967,4.364967346
92,40.33186996,4.119110107
92.4,40.35726268,2.858161926
92.8,40.38266316,1.893424988
93.2,40.43507618,1.770591736
93.6,40.48752239,2.003860474
94,40.51455313,3.378295898
94.4,40.51455313,4.38709259
94.8,40.54000192,4.424858093
95.2,40.51455313,4.765319824
95.6,40.54000192,4.112815857
96,40.51455313,4.919815063
96.4,40.54000192,2.536582947
96.8,40.85558713,3.283691406
97.2,41.01384151,3.025245667
97.6,41.17240909,4.866218567
98,41.25261404,4.87575531
98.4,41.62422665,4.752731323
98.8,41.78403439,3.955078125
99.2,41.73072833,3.428649902
99.6,41.62422665,2.656364441
100,41.51787117,2.199172974
100.4,41.38432674,1.833534241
100.8,41.19966967,2.278137207
101.2,40.90830403,3.233337402
101.6,40.72474201,4.273605347
102,40.48752239,4.831504822
102.4,40.35726268,4.944992065
102.8,40.25256746,4.261016846
103.2,40.09576934,2.713012695
103.6,40.043568,1.937675476
104,39.91399426,1.691627502
104.4,39.78304003,2.25276947
104.8,39.78304003,3.088188171
105.2,39.78304003,4.402732849
105.6,39.83508226,4.752731323
106,39.88715603,4.579353333
106.4,39.93926148,3.766059875
106.8,40.043568,3.192329407
107.2,40.01826982,2.019500732
107.6,40.09576934,1.830482483
108,40.20026893,2.101516724
108.4,40.22720652,2.766609192
108.8,40.09576934,4.440689087
109.2,40.09576934,4.891395569
109.6,40.01826982,4.790496826
110,39.91399426,4.393386841
110.4,39.80984573,3.967857361
110.8,39.67904965,2.738380432
111.2,39.60192525,2.221298218
111.6,39.44631001,1.738929749
112,39.36782102,2.713012695
112.4,39.39449945,3.917312622
112.8,39.52329715,4.673957825
113.2,39.67904965,4.793739319
113.6,39.80984573,3.356170654
114,39.86190419,2.375793457
114.4,39.96611609,1.887130737
114.8,40.09576934,1.943969727
115.2,40.12267352,3.302574158
115.6,40.20026893,4.371261597
116,40.27952186,4.755973816
116.4,40.46208977,4.759025574
116.8,40.51455313,3.702926636
117.2,40.56704988,2.996826172
117.6,40.64506154,2.173995972
118,40.77737383,1.783180237
118.4,40.83003979,2.410507202
118.8,40.88274002,3.094482422
119.2,40.96105544,4.201126099
119.6,41.0410479,4.935646057
120,41.06666237,4.636001587
120.4,41.14676062,3.671455383
120.8,41.22533525,2.590179443
121.2,41.27829681,1.745223999
121.6,41.3055939,2.259063721
122,41.35860939,2.924346924
122.4,41.38432674,3.79447937
122.8,41.38432674,4.784202576
123.2,41.41166066,4.885101318
123.6,41.49050011,4.563522339
124,41.57103071,3.699874878
124.4,41.54364096,2.375793457
124.8,41.54364096,1.720046997
125.2,41.59681813,1.795768738
125.6,41.59681813,2.151870728
126,41.65003177,3.330993652
126.4,41.70328203,4.355430603
126.8,41.75656908,4.730606079
127.2,41.88913959,4.885101318
127.6,41.97008822,3.88584137
128,41.97008822,2.823448181
128.4,42.04950154,2.545928955
128.8,42.07707255,1.997566223
129.2,42.07707255,1.865005493
129.6,42.10303092,2.467155457
130,42.04950154,3.157615662
130.4,42.04950154,3.964614868
130.8,41.97008822,4.828453064
131.2,41.97008822,4.431152344
131.6,41.88913959,3.933143616
132,41.88913959,3.085136414
132.4,41.75656908,1.997566223
132.8,41.65003177,1.915550232
133.2,41.57103071,2.706718445
133.6,41.54364096,3.702926636
134,41.59681813,4.815864563
134.4,41.67745914,4.642486572
134.8,41.83737747,4.112815857
135.2,41.91665248,3.573799133
135.6,42.02356152,2.21824646
136,42.07707255,1.808357239
136.4,42.07707255,2.211761475
136.8,42.02356152,2.681541443
137.2,41.99600997,4.241943359
137.6,41.99600997,4.919815063
138,41.88913959,4.642486572
138.4,41.91665248,4.043388367
138.8,41.91665248,2.817153931
139.2,41.75656908,1.805114746
139.6,41.73072833,1.937675476
140,41.67745914,2.24647522
140.4,41.54364096,3.182792664
140.8,41.51787117,4.554176331
141.2,41.46474787,4.916572571
141.6,41.41166066,4.54158783
142,41.33129392,3.838539124
142.4,41.35860939,2.533340454
142.8,41.38432674,1.776885986
143.2,41.33129392,2.063751221
143.6,41.38432674,2.829742432
144,41.38432674,4.144287109
144.4,41.27829681,4.897689819
144.8,41.33129392,4.850387573
145.2,41.38432674,3.977203369
145.6,41.35860939,2.533340454
146,41.35860939,1.761054993
146.4,41.41166066,1.833534241
146.8,41.46474787,3.791236877
147.2,41.54364096,4.932403564
147.6,41.49050011,4.897689819
148,41.54364096,3.933143616
148.4,41.62422665,3.945732117
148.8,41.67745914,2.854919434
149.2,41.73072833,1.893424988
149.6,41.73072833,1.798820496
150,41.67745914,2.032089233
150.4,41.65003177,3.611564636
150.8,41.49050011,4.74319458
151.2,41.41166066,4.923057556
151.6,41.35860939,4.815864563
152,41.35860939,3.82270813
152.4,41.41166066,2.31590271
152.8,41.43739542,1.720046997
153.2,41.57103071,2.545928955
153.6,41.83737747,4.204177856
154,42.13062146,4.73690033
154.4,42.39893982,3.280448914
154.8,42.72220553,2.338027954
155.2,43.01896959,1.776885986
155.6,43.31860904,3.516960144
156,43.58969875,4.938697815
156.4,43.80865489,4.308319092
156.8,44.16677393,2.558708191
157.2,44.41438513,1.789474487
157.6,44.6090936,3.255271912
158,44.83134809,4.364967346
158.4,45.08142981,4.941940308
158.8,45.24924592,4.54788208
159.2,45.4174943,3.182792664
159.6,45.3885722,2.523994446
160,45.4174943,2.047920227
160.4,45.44472689,1.783180237
160.8,45.36136315,2.955818176
161.2,45.27640815,4.320907593
161.6,45.19325944,4.629707336
162,45.16443661,4.926109314
162.4,45.16443661,4.175758362
162.8,45.16443661,2.842330933
163.2,45.16443661,1.997566223
163.6,45.1373208,1.817703247
164,45.16443661,2.624893188
164.4,45.19325944,4.494285584
164.8,45.24924592,4.749488831
165.2,45.33246602,4.856681824
165.6,45.3885722,1.808357239
166,45.47367406,1.833534241
166.4,45.50093029,1.92489624
166.8,45.52990263,4.711723328
167.2,45.50093029,3.532791138
167.6,45.52990263,4.081344604
168,45.4174943,4.844093323
168.4,45.36136315,4.752731323
168.8,45.27640815,2.508163452
169.2,45.27640815,2.97794342
169.6,45.19325944,1.789474487
170,45.1373208,2.845573425
170.4,45.10852253,3.79447937
170.8,45.10852253,4.550933838
171.2,45.10852253,4.790496826
171.6,45.16443661,3.750228882
172,45.24924592,2.779197693
172.4,45.30528042,2.167701721
172.8,45.3885722,1.843070984
173.2,45.36136315,3.100776672
173.6,45.4174943,2.479743958
174,45.50093029,4.815864563
174.4,45.52990263,4.680252075
174.8,45.66983471,3.258514404
175.2,45.66983471,2.164649963
175.6,45.66983471,3.066253662
176,45.64250698,1.846122742
176.4,45.613484,2.464103699
176.8,45.613484,4.320907593
177.2,45.66983471,4.91027832
177.6,45.66983471,4.670715332
178,45.69888316,4.011917114
178.4,45.72623491,2.549171448
178.8,45.7826848,1.855659485
179.2,45.8391846,2.590179443
179.6,45.95233467,3.248977661
180,46.09491641,4.437446594
180.4,46.20852482,4.841041565
180.8,46.29300341,3.914260864
181.2,46.34996138,2.782440186
181.6,46.46403334,1.89666748
182,46.55059082,2.300071716
182.4,46.63553446,3.728103638
182.8,46.75013311,4.777908325
183.2,46.77794671,4.894638062
183.6,46.80751245,4.390144348
184,46.80751245,3.078842163
184.4,46.77794671,1.943969727
184.8,46.66329642,1.82723999
185.2,46.57831472,2.290725708
185.6,46.52114775,3.740882874
186,46.37932362,4.759025574
186.4,46.29300341,4.718017578
186.8,46.23609717,4.027748108
187.2,46.23609717,3.145027161
187.6,46.20852482,2.044677734
188,46.20852482,1.887130737
188.4,46.20852482,2.64377594
188.8,46.17924245,3.195381165
189.2,46.23609717,4.002380371
189.6,46.29300341,4.841041565
190,46.29300341,4.446983337
190.4,46.34996138,3.453826904
190.8,46.37932362,2.467155457
191.2,46.40697129,1.802062988
191.6,46.37932362,2.438735962
192,46.43636037,4.15058136
192.4,46.40697129,4.689598084
192.8,46.43636037,4.888343811
193.2,46.52114775,4.368209839
193.6,46.57831472,2.460861206
194,46.63553446,1.981735229
194.4,46.69280719,1.836776733
194.8,46.77794671,2.32219696
195.2,46.92243221,3.359413147
195.6,46.97997307,4.73690033
196,47.06551272,4.86946106
196.4,47.18091977,4.169464111
196.8,47.21068141,3.094482422
197.2,47.26849582,1.940727234
197.6,47.26849582,1.931190491
198,47.35444366,2.233886719
198.4,47.38429095,3.387641907
198.8,47.41239606,4.418563843
199.2,47.44227213,4.894638062
199.6,47.41239606,4.261016846
200,47.26849582,3.620910645
200.4,47.23870574,2.388381958
200.8,47.18091977,1.89037323
201.2,47.12318884,2.615356445
201.6,47.06551272,4.087638855
202,47.06551272,4.677009583
202.4,47.03756821,4.894638062
202.8,47.00789119,4.295539856
203.2,47.06551272,2.801322937
203.6,47.03756821,2.268600464
204,47.06551272,1.871299744
204.4,47.09521783,2.05745697
204.8,47.12318884,3.126144409
205.2,47.06551272,4.431152344
205.6,47.09521783,4.907226563
206,47.09521783,4.632949829
206.4,47.09521783,3.264808655
206.8,47.12318884,2.022743225
207.2,47.15292216,1.884078979
207.6,47.15292216,2.586936951
208,47.18091977,3.797531128
208.4,47.21068141,4.800033569
208.8,47.15292216,4.636001587
209.2,47.21068141,3.715515137
209.6,47.29654696,2.918052673
210,47.32636559,2.032089233
210.4,47.26849582,2.416801453
210.8,47.18091977,3.945732117
211.2,47.15292216,4.38709259
211.6,47.21068141,4.749488831
212,47.26849582,4.86946106
212.4,47.29654696,3.65562439
212.8,47.35444366,2.489280701
213.2,47.41239606,2.107810974
213.6,47.44227213,1.738929749
214,47.41239606,2.785682678
214.4,47.32636559,3.126144409
214.8,47.15292216,2.479743958
215.2,46.86494541,2.013206482
215.6,46.60605102,2.066802979
216,46.23609717,1.91860199
216.4,45.92488586,1.726341248
216.8,45.5571826,1.965904236
217.2,45.24924592,3.088188171
217.6,44.9427542,2.646827698
218,44.5805235,3.958320618
218.4,44.22190661,4.305076599
218.8,43.80865489,2.817153931
219.2,43.53506648,1.798820496
219.6,43.42592883,2.199172974
220,43.23616544,2.911758423
220.4,42.93851032,4.065513611
220.8,42.83027761,4.141235352
221.2,42.91061677,4.588890076
221.6,42.96477289,4.749488831
222,42.85650104,4.084396362
222.4,42.61429274,3.608322144
222.8,42.26384743,3.233337402
223.2,42.07707255,2.464103699
223.6,41.91665248,2.047920227
224,41.62422665,2.533340454
224.4,41.33129392,2.766609192
224.8,41.27829681,3.13243866
225.2,41.22533525,3.911018372
225.6,41.11951818,4.538345337
226,41.09388674,4.377555847
226.4,41.06666237,4.241943359
226.8,41.17240909,3.699874878
227.2,41.3055939,2.858161926
227.6,41.49050011,2.278137207
228,41.67745914,2.445220947
228.4,41.88913959,2.186584473
228.8,42.07707255,2.583885193
229.2,42.23783356,3.154373169
229.6,42.29149707,3.807067871
230,42.45271938,3.863716125
230.4,42.61429274,4.15058136
230.8,42.80242556,4.119110107
231.2,42.91061677,4.475402832
231.6,42.96477289,3.977203369
232,43.04690499,3.784942627
232.4,43.18180478,3.302574158
232.8,43.31860904,2.706718445
233.2,43.48047657,2.199172974
233.6,43.56320508,3.009414673
234,43.64437356,3.308868408
234.4,43.75385145,3.482246399
234.8,43.80865489,3.854370117
235.2,43.83690383,3.595733643
235.6,43.89177284,2.883338928
236,43.86350156,3.873252869
236.4,43.89177284,2.545928955
236.8,44.00164153,3.214263916
237.2,44.0833241,2.675247192
237.6,44.13838959,2.823448181
238,44.22190661,2.653121948
238.4,44.19349937,1.98802948
238.8,44.16677393,2.987289429
239.2,44.13838959,3.097724915
239.6,44.16677393,3.485488892
240,44.27708386,3.762817383
240.4,44.19349937,4.610824585
240.8,44.05664157,4.276657104
241.2,44.11168565,4.241943359
241.6,44.11168565,3.665161133
242,44.0833241,3.337287903
242.4,44.16677393,2.432441711
242.8,44.16677393,2.215003967
243.2,44.19349937,2.139282227
243.6,44.27708386,2.338027954
244,44.30385257,2.454566956
244.4,44.30385257,2.691078186
244.8,44.22190661,3.734397888
245.2,44.19349937,3.769111633
245.6,44.13838959,3.813362122
246,44.16677393,4.847335815
246.4,44.13838959,4.702377319
246.8,44.11168565,3.419303894
247.2,44.11168565,2.990531921
247.6,44.00164153,2.672195435
248,43.80865489,2.180290222
248.4,43.53506648,1.792526245
248.8,43.23616544,2.013206482
249.2,42.91061677,2.25276947
249.6,42.58652267,2.735137939
250,42.3451991,3.46031189
250.4,42.15659825,4.279899597
250.8,42.04950154,4.560470581
251.2,41.99600997,4.57611084
251.6,41.99600997,4.472160339
252,41.97008822,3.55796814
252.4,41.94255604,1.906013489
252.8,41.86325415,2.076339722
253.2,41.80989307,2.5806427
253.6,41.78403439,2.684783936
254,41.86325415,3.62739563
254.4,41.88913959,4.415512085
254.8,41.91665248,4.661369324
255.2,41.97008822,4.286193848
255.6,42.02356152,4.257774353
256,42.13062146,3.561019897
256.4,42.3175296,2.426147461
256.8,42.50653794,2.441978455
257.2,42.69439463,2.48298645
257.6,42.80242556,2.095222473
258,42.77622158,2.99987793
258.4,42.83027761,4.112815857
258.8,42.93851032,4.15687561
259.2,42.93851032,4.071807861
259.6,43.04690499,4.63924408
260,43.04690499,4.254722595
260.4,43.15546295,3.413009644
260.8,43.29056751,3.135490417
261.2,43.31860904,3.145027161
261.6,43.18180478,2.634239197
262,43.26418556,2.041625977
262.4,43.29056751,2.161407471
262.8,43.37307419,2.274894714
263.2,43.39949658,2.700424194
263.6,43.56320508,2.820205688
264,43.72729559,3.608322144
264.4,43.83690383,4.383850098
264.8,43.94668535,4.48474884
265.2,43.94668535,4.286193848
265.6,44.00164153,4.620361328
266,44.02830273,4.282951355
266.4,44.11168565,3.743934631
266.8,44.0833241,3.592681885
267.2,44.13838959,2.464103699
267.6,44.13838959,2.586936951
268,44.22190661,1.802062988
268.4,44.22190661,2.035331726
268.8,44.05664157,2.240180969
269.2,43.89177284,2.694129944
269.6,43.75385145,3.520202637
270,43.50859337,4.327201843
270.4,43.23616544,4.292488098
270.8,43.20980359,4.431152344
271.2,43.12748536,4.349136353
271.6,43.04690499,4.582595825
272,42.88437381,4.241943359
272.4,42.74839014,3.977203369
272.8,42.74839014,3.920555115
273.2,42.77622158,3.245925903
273.6,42.83027761,2.527046204
274,42.80242556,1.969146729
274.4,42.83027761,2.369499207
274.8,42.91061677,2.338027954
275.2,42.99268733,2.609062195
275.6,43.10116347,3.400421143
276,43.15546295,4.412269592
276.4,43.29056751,4.472160339
276.8,43.29056751,4.210472107
277.2,43.31860904,4.494285584
277.6,43.39949658,4.327201843
278,43.45402392,3.526496887
278.4,43.58969875,3.242683411
278.8,43.75385145,3.141784668
279.2,43.89177284,2.612304688
279.6,44.05664157,2.05745697
280,44.19349937,2.385139465
280.4,44.35909634,2.709960938
280.8,44.46971913,2.877044678
281.2,44.55364508,3.346824646
281.6,44.63599422,4.38709259
282,44.72012839,4.724311829
282.4,44.85833846,4.607772827
282.8,44.99683684,4.47845459
283.2,45.05265601,4.194831848
283.6,45.1373208,3.50112915
284,45.10852253,2.64377594
284.4,45.1373208,2.363204956
284.8,45.19325944,2.202415466
285.2,45.22039841,2.309608459
285.6,45.33246602,2.599525452
286,45.47367406,3.009414673
286.4,45.50093029,3.387641907
286.8,45.5571826,3.999328613
287.2,45.66983471,4.05921936
287.6,45.72623491,4.834747314
288,45.8391846,4.579353333
288.4,45.89573449,3.955078125
288.8,45.98151204,3.680801392
289.2,46.00898536,3.025245667
289.6,45.98151204,2.215003967
290,45.89573449,1.795768738
290.4,45.81178451,2.117347717
290.8,45.69888316,1.984786987
291.2,45.613484,2.350616455
291.6,45.64250698,3.542137146
292,45.64250698,4.261016846
292.4,45.66983471,4.125404358
292.8,45.613484,4.472160339
293.2,45.5571826,4.591941834
293.6,45.58618021,4.194831848
294,45.64250698,3.16696167
294.4,45.613484,3.012657166
294.8,45.5571826,2.539634705
295.2,45.58618021,2.016448975
295.6,45.64250698,2.044677734
296,45.66983471,2.508163452
296.4,45.75530894,3.066253662
296.8,45.7826848,2.968406677
297.2,45.8391846,3.800773621
297.6,45.86831009,4.604530334
298,45.89573449,4.853630066
298.4,45.92488586,4.588890076
298.8,45.95233467,4.346084595
299.2,45.98151204,4.238891602
299.6,45.95233467,3.289985657
300,45.98151204,2.274894714
300.4,45.95233467,2.590179443
300.8,45.95233467,2.293777466
301.2,45.89573449,1.91860199
301.6,45.89573449,2.15511322
302,45.89573449,2.536582947
302.4,45.95233467,2.760314941
302.8,46.00898536,3.195381165
303.2,46.06568675,3.592681885
303.6,46.12243904,4.573059082
304,46.20852482,4.711723328
304.4,46.32233892,4.554176331
304.8,46.40697129,4.692840576
305.2,46.46403334,4.560470581
305.6,46.55059082,4.040336609
306,46.60605102,3.381347656
306.4,46.63553446,3.059768677
306.8,46.66329642,3.113365173
307.2,46.63553446,4.443740845
307.6,46.63553446,4.235649109
308,46.63553446,4.661369324
308.4,46.60605102,4.563522339
308.8,46.52114775,2.120399475
309.2,46.49344936,4.210472107
309.6,46.43636037,3.372001648
310,46.40697129,2.694129944
310.4,46.37932362,2.328491211
310.8,46.34996138,2.066802979
311.2,46.34996138,1.928138733
311.6,46.37932362,1.906013489
312,46.37932362,2.400970459
312.4,46.40697129,2.943229675
312.8,46.37932362,3.539085388
313.2,46.34996138,3.375053406
313.6,46.34996138,3.952026367
314,46.34996138,4.468917847
314.4,46.34996138,4.500579834
314.8,46.32233892,4.847335815
315.2,46.32233892,4.841041565
315.6,46.29300341,4.550933838
316,46.12243904,4.119110107
316.4,45.86831009,4.182052612
316.8,45.5571826,3.592681885
317.2,45.30528042,3.025245667
317.6,45.05265601,2.668952942
318,44.7470737,2.400970459
318.4,44.38757281,2.14881897
318.8,44.05664157,1.978492737
319.2,43.83690383,1.91860199
319.6,43.80865489,2.303314209
320,43.89177284,2.687835693
320.4,43.97332531,3.009414673
320.8,43.91839164,3.145027161
321.2,43.83690383,4.096984863
321.6,43.75385145,4.733848572
322,43.69909106,4.54158783
322.4,43.69909106,4.913520813
322.8,43.75385145,4.733848572
323.2,43.83690383,4.2137146
323.6,43.86350156,3.605270386
324,43.78207814,3.643035889
324.4,43.67255602,3.356170654
324.8,43.78207814,2.867507935
325.2,43.91839164,2.032089233
325.6,44.02830273,1.814651489
326,44.0833241,2.076339722
326.4,44.11168565,1.940727234
326.8,44.05664157,2.208709717
327.2,44.0833241,3.126144409
327.6,44.16677393,3.46031189
328,44.27708386,3.624153137
328.4,44.41438513,3.775405884
328.8,44.35909634,4.320907593
329.2,44.35909634,4.796791077
329.6,44.27708386,4.803085327
330,44.33230587,4.506874084
330.4,44.41438513,4.506874084
330.8,44.38757281,4.399681091
331.2,44.24865364,3.639984131
331.6,44.16677393,2.791976929
332,44.0833241,2.240180969
332.4,44.13838959,2.347373962
332.8,44.16677393,1.947021484
333.2,44.22190661,1.795768738
333.6,44.19349937,2.240180969
334,44.19349937,2.416801453
334.4,44.24865364,2.691078186
334.8,44.33230587,3.17325592
335.2,44.38757281,3.832244873
335.6,44.41438513,4.437446594
336,44.38757281,4.796791077
336.4,44.30385257,4.677009583
336.8,44.30385257,4.74319458
337.2,44.27708386,4.755973816
337.6,44.24865364,3.854370117
338,44.0833241,3.620910645
338.4,43.86350156,3.372001648
338.8,43.61785924,3.387641907
339.2,43.37307419,2.599525452
339.6,43.26418556,2.095222473
340,43.20980359,1.991081238
340.4,43.04690499,1.928138733
340.8,42.93851032,1.906013489
341.2,42.85650104,2.09197998
341.6,42.74839014,2.993583679
342,42.77622158,3.561019897
342.4,42.83027761,3.630447388
342.8,42.83027761,3.870010376
343.2,42.93851032,4.513168335
343.6,43.07320702,4.828453064
344,43.18180478,4.560470581
344.4,43.34501117,4.405975342
344.8,43.48047657,4.418563843
345.2,43.56320508,4.018211365
345.6,43.61785924,3.189086914
346,43.67255602,2.539634705
346.4,43.75385145,2.57434845
346.8,43.75385145,2.003860474
347.2,43.69909106,1.868247986
347.6,43.61785924,2.060508728
348,43.56320508,2.426147461
348.4,43.56320508,2.719306946
348.8,43.50859337,2.968406677
349.2,43.56320508,3.702926636
349.6,43.58969875,4.38709259
350,43.61785924,4.680252075
350.4,43.72729559,4.573059082
350.8,43.89177284,4.86946106
351.2,44.02830273,4.70867157
351.6,44.13838959,4.456329346
352,44.24865364,3.441238403
352.4,44.46971913,2.492332459
352.8,44.6915109,2.041625977
353.2,44.99683684,2.90222168
353.6,45.30528042,4.125404358
354,45.64250698,4.374504089
354.4,45.8391846,4.683303833
354.8,46.09491641,3.012657166
355.2,46.34996138,2.25276947
355.6,46.60605102,2.09197998
356,46.89281106,1.950263977
356.4,47.12318884,1.984786987
356.8,47.29654696,2.97794342
357.2,47.50030934,4.241943359
357.6,47.67475945,4.897689819
358,47.87804732,4.667663574
358.4,47.99503295,4.100227356
358.8,48.17094849,2.829742432
359.2,48.43492401,2.047920227
359.6,48.58349089,2.290725708
360,48.70190175,3.091430664
360.4,48.90880849,3.63368988
360.8,49.0875302,4.245185852
361.2,49.17800765,4.598236084
361.6,49.35758093,4.503631592
362,49.47761515,3.643035889
362.4,49.53772864,3.182792664
362.8,49.59790672,2.31590271
363.2,49.71845773,1.874542236
363.6,49.80812676,2.227592468
364,49.83927027,3.835296631
364.4,49.77883117,4.128456116
364.8,49.86859778,4.604530334
365.2,49.92913483,4.696083069
365.6,50.05040814,3.955078125
366,50.11114492,2.962112427
366.4,50.20145374,1.934432983
366.8,50.44547781,1.940727234
367.2,50.62921541,2.006912231
367.6,50.75205397,3.141784668
368,50.81357814,4.342842102
368.4,50.84529983,4.831504822
368.8,50.87517262,4.777908325
369.2,50.81357814,4.22000885
369.6,50.81357814,2.565002441
370,50.84529983,1.82723999
370.4,50.87517262,1.824188232
370.8,50.78373947,2.41985321
371.2,50.75205397,3.39717865
371.6,50.78373947,4.074859619
372,50.90693064,4.809570313
372.4,50.96863219,4.314613342
372.8,51.06038077,2.757263184
373.2,50.99857365,2.227592468
373.6,50.93683769,1.991081238
374,50.87517262,2.104568481
374.4,50.81357814,2.836036682
374.8,50.72224929,4.390144348
375.2,50.72224929,4.825210571
375.6,50.78373947,4.70867157
376,50.72224929,4.462623596
376.4,50.75205397,3.974151611
376.8,50.78373947,2.870750427
377.2,50.81357814,1.931190491
377.6,50.84529983,1.981735229
378,50.90693064,2.082633972
378.4,50.90693064,2.435684204
378.8,50.96863219,3.226852417
379.2,50.96863219,4.746437073
379.6,50.96863219,4.825210571
380,50.96863219,4.428100586
380.4,50.96863219,4.459571838
380.8,50.96863219,3.819656372
381.2,51.03040478,2.536582947
381.6,51.06038077,1.893424988
382,51.09224868,2.05116272
382.4,51.15416419,2.331733704
382.8,51.15416419,2.691078186
383.2,51.21615161,3.611564636
383.6,51.24623208,4.368209839
384,51.24623208,4.866218567
384.4,51.24623208,4.768562317
384.8,51.15416419,4.472160339
385.2,51.15416419,4.134941101
385.6,51.1842097,3.570556641
386,51.15416419,2.003860474
386.4,51.12225936,1.940727234
386.8,51.21615161,2.318954468
387.2,51.21615161,2.836036682
387.6,51.3083268,3.498077393
388,51.43273444,4.680252075
388.4,51.46482617,4.878807068
388.8,51.43273444,3.970909119
389.2,51.4025482,2.965354919
389.6,51.52717752,2.74772644
390,51.65210158,1.928138733
390.4,51.77542326,1.887130737
390.8,51.74504029,2.694129944
391.2,51.74504029,3.759765625
391.6,51.80772446,4.241943359
392,51.87048368,4.664421082
392.4,51.9009395,4.626655579
392.8,51.9009395,3.13873291
393.2,51.80772446,2.22454071
393.6,51.80772446,2.233886719
394,51.83814378,2.167701721
394.4,51.83814378,2.385139465
394.8,51.77542326,3.375053406
395.2,51.80772446,4.582595825
395.6,51.83814378,4.86946106
396,51.9009395,4.63924408
396.4,51.9009395,4.030799866
396.8,51.93331825,3.523254395
397.2,51.9009395,1.950263977
397.6,51.9009395,1.997566223
398,51.96381072,2.372550964
398.4,51.96381072,3.220558167
398.8,51.96381072,3.844833374
399.2,51.93331825,4.412269592
399.6,51.96381072,4.673957825
400,51.96381072,3.766059875
400.4,51.96381072,3.264808655
400.8,51.99622849,2.952766418
401.2,52.05921471,2.306365967
401.6,52.12227721,2.063751221
402,52.15288052,3.006362915
402.4,52.05921471,3.904724121
402.8,52.12227721,4.185295105
403.2,52.18541631,4.544639587
403.6,52.18541631,4.692840576
404,52.31192558,4.100227356
404.4,52.37529639,2.609062195
404.8,52.46953619,2.31590271
405.2,52.53310109,2.000617981
405.6,52.53310109,1.956558228
406,52.53310109,2.170944214
406.4,52.53310109,3.434944153
406.8,52.40604964,4.245185852
407.2,52.2793103,4.428100586
407.6,52.18541631,4.595184326
408,52.05921471,4.765319824
408.4,51.83814378,4.276657104
408.8,51.65210158,2.97164917
409.2,51.55743499,2.211761475
409.6,51.49504795,1.978492737
410,51.37049415,2.010154724
410.4,51.34034332,2.571296692
410.8,51.37049415,3.807067871
411.2,51.43273444,4.399681091
411.6,51.55743499,4.614067078
412,51.61989585,4.733848572
412.4,51.71277763,4.393386841
412.8,51.74504029,3.050422668
413.2,51.71277763,2.363204956
413.6,51.71277763,2.082633972
414,51.74504029,1.965904236
414.4,51.77542326,2.173995972
414.8,51.80772446,3.289985657
415.2,51.9009395,4.557228088
415.6,51.99622849,4.302024841
416,52.02675775,4.771614075
416.4,52.08978092,4.402732849
416.8,52.21605687,3.79447937
417.2,52.34264111,2.457809448
417.6,52.46953619,2.14881897
418,52.43874506,1.783180237
418.4,52.21605687,1.798820496
418.8,52.12227721,2.117347717
419.2,52.02675775,3.970909119
419.6,51.93331825,4.803085327
420,51.74504029,4.503631592
420.4,51.61989585,4.122161865
420.8,51.52717752,3.488540649
421.2,51.43273444,2.164649963
421.6,51.37049415,1.991081238
422,51.37049415,2.448272705
422.4,51.24623208,2.558708191
422.8,51.09224868,2.996826172
423.2,51.03040478,3.390884399
423.6,50.90693064,4.617118835
424,50.75205397,4.86946106
424.4,50.72224929,4.585647583
424.8,50.72224929,4.302024841
425.2,50.75205397,3.88584137
425.6,50.75205397,2.895927429
426,50.72224929,2.145576477
426.4,50.75205397,2.25276947
426.8,50.84529983,2.646827698
427.2,50.72224929,2.659416199
427.6,50.66082899,2.454566956
428,50.47698458,3.592681885
428.4,50.17194882,4.267311096
428.8,49.80812676,4.390144348
429.2,49.44667272,4.371261597
429.6,49.17800765,4.724311829
430,48.9990019,4.664421082
